symbol,logFC,FDR
Hacd1,-0.694451876506178,0.00602636173021336
Gm29773,-0.769329014342233,0.00602636173021336
Ergic1,-0.51746309263127,0.0060510012322269
Mfap3l,-0.765224629815222,0.00617576535649101
Trafd1,0.61597885819642,0.00643870257577616
Uxs1,-0.602298786267659,0.00643870257577616
Akap5,-1.88877237981836,0.00652009477014554
Asb4,0.608294296921898,0.00652009477014554
Rassf1,0.577290688282137,0.00652439167315078
Cmah,-1.11139819362494,0.00662515772177442
Fam107a,1.16752340506092,0.00664005148868821
H1f3,-1.22881343457907,0.00664005148868821
Pxdn,-0.588403066943708,0.00671686201094321
Ccndbp1,0.532922647245089,0.00676286459504633
Slc43a1,0.60399120342452,0.00678999839559037
Hoxc11,0.61747769480036,0.0068281417410255
Cep85l,0.963370183414029,0.0068281417410255
Iigp1,-1.05203277959922,0.0068281417410255
Scn2a,-1.36273606426792,0.00684640790405096
Nploc4,0.63858421914742,0.0069972246939797
Egr1,-0.975501384583508,0.00701675502667044
Sqstm1,0.88652338506715,0.00703664651222012
Prpf6,0.517202085601696,0.00731226018787273
2310014F06Rik,-1.2253945867029,0.00731226018787273
Nxpe3,1.05336101223544,0.00763947272027263
Pmm1,0.628494780280752,0.00774180433882036
Aqp4,-1.33662118092511,0.00839402959425967
Adcy7,-0.766354207785296,0.00839402959425967
Heatr5a,-0.669684690109582,0.00850197098480753
Fgd3,-1.12841229186213,0.00890530145554659
Akirin2,0.542186515773344,0.00898391076292068
Cyp26b1,-1.17907273098936,0.00908222673372503
4931413K12Rik,1.92586828333115,0.00908222673372503
2900026A02Rik,0.584899383973116,0.0092036742807069
Il6ra,0.797952119503555,0.00929599531335313
Evi5l,-0.517198112294229,0.00986091325123259
Phlda3,0.659324649791238,0.0102241587444968
Pnpla2,0.882517702503827,0.0102275089140883
Gm37691,-1.24996720056833,0.0103624673879519
Slc25a10,-0.717126724043462,0.0106177957459037
Exog,-0.974873721203192,0.0106177957459037
Gm4544,-1.05949686085566,0.0106177957459037
Papln,-1.08047989716958,0.0109791391690151
Adgrg1,0.629432097380157,0.01103616230724
Daxx,0.515276447744751,0.0110611919702691
Hipk2,-0.571023403252452,0.0110611919702691
Adamts2,-0.5984771876003,0.0114676176344407
Cldn5,0.616266710407217,0.0114676176344407
Rhbdf2,0.586747395413528,0.0116265164537215
Midn,0.551966750790277,0.0116265164537215
Ccn5,1.41389164296306,0.0116683922444346
Cyp1b1,1.4354653439392,0.0118634521040053
Zfas1,0.671945458636455,0.0118634521040053
Slc1a3,-1.29652679671322,0.0120196822756674
Retn,-1.47819546010086,0.0128351679031036
Ell,0.529686307906641,0.0131663304120076
Ubtf,0.49092038461452,0.0134711993784734
Nacc2,-0.488569595168899,0.0134711993784734
Rtkn2,-1.21918109136284,0.0134711993784734
Gm10570,1.09466833764306,0.0135187674072967
Erfe,1.23389119363419,0.013657805227169
Mlf1,-0.599976745953607,0.0139186487614048
Clasp1,-0.498817625074418,0.0140050492592902
Cep170,0.703824608037949,0.0140441104126346
Ints2,-0.818621987127047,0.0140550454044528
Nav2,-0.660018180458527,0.01417315896558
Ddr2,-0.523927940331223,0.0142213828376784
Usp12,-0.497670280442276,0.0142213828376784
Pkp4,0.571484802677409,0.014579698225808
Gck,1.10560281275315,0.014579698225808
Slc40a1,0.802038906643326,0.0146102392411038
St6galnac3,1.35296264167112,0.014739555514181
Tmem25,-0.996311610389313,0.014803178465856
Gadd45a,0.554902508685495,0.0149084170232928
Cblb,0.531973653497264,0.0149887547857305
Pthlh,-0.992637586729081,0.0149887547857305
Hes1,-0.798572865179264,0.0153623861165249
Slc20a1,0.571074864012792,0.0158015788059314
Wdr62,1.01317488325254,0.0165802969996911
Mb21d2,0.593330979028994,0.0165802969996911
Ddx56,0.509795861874185,0.0167747523085775
Lama4,-0.586859618671446,0.0167747523085775
Gpld1,-0.498388678443633,0.0168153461313813
Id1,0.879684241849205,0.0168153461313813
Plpp7,-0.607819983128817,0.0168153461313813
Irgm2,-0.775367077731346,0.0168153461313813
Cacna2d4,-0.824496293259875,0.0169557291878368
Kansl1l,-0.502016986363907,0.0171976589395561
Adcy9,-0.529671742620713,0.0174175864995049
Thy1,-0.786846216740795,0.0174175864995049
Col6a3,-0.540038582806344,0.0174175864995049
Gm13490,-1.32589933031667,0.0174175864995049
Gm15756,-1.33993004757546,0.0174175864995049
Baiap2l2,1.1854956492038,0.0176445276124928
Siah1a,0.584853394832282,0.0176445276124928
Col3a1,-0.675506061641383,0.0179408418986387
Per3,-0.553582876609905,0.0182031670442511
Col5a1,-0.579647265368677,0.0183210517304256
1110002E22Rik,-0.651734855505015,0.0184073539519838
Zwint,0.595476825977212,0.0187512434427664
Mlxipl,-0.529500665215546,0.018838270520102
Plxna4,-0.773355359676846,0.0191125280161887
Mindy2,-0.567031639457153,0.0191125280161887
Gm20597,-1.47036444722308,0.0191125280161887
Exd2,-0.471908380000374,0.0195204073414881
Ezh1,0.472277627969804,0.0196957016532756
Ankrd1,0.965591354612755,0.0196957016532756
Zxdc,0.526347049827124,0.0196957016532756
E130308A19Rik,-0.724712837084374,0.0196957016532756
Dedd2,0.531121704889136,0.0196957016532756
Dhrs3,0.546626124480171,0.0196957016532756
Txlng,0.58614003275935,0.0201008109929774
Slc25a28,0.486442792250151,0.0201008109929774
Mafa,-0.725658640776704,0.0201008109929774
Tnfrsf21,-0.531826555536529,0.0202053684010192
Cited2,-0.572383521348603,0.0204923419104938
Hmox1,0.864933754102178,0.0205832200926305
1110038B12Rik,0.72882389814416,0.0205832200926305
Wnt5a,-0.714001151493427,0.0217843756450143
Gm5898,0.656108935717774,0.0217843756450143
Hivep2,-0.633047863449577,0.0219296319502457
Chrna2,1.94433295223021,0.0219296319502457
Prune1,0.517044798937003,0.0222872330020802
Cyp27a1,0.545741705772784,0.0222872330020802
Ptgfrn,-0.47776926703534,0.0224099195108527
Rnf113a2,0.530727645670014,0.0228391841743462
Tecta,-1.52147125288406,0.0228559675106381
Nrp1,-0.699662539644767,0.0228868034232198
Pard6b,1.1797207427983,0.0228868034232198
Sorbs3,0.536808348282396,0.0230193836300653
Wipf3,-0.658317227500637,0.0230193836300653
Ctu2,0.54043886750184,0.0230776357835303
Ifrd1,0.665231599449557,0.0233998300205041
Wee1,-0.820391209932369,0.0233998300205041
Rnft2,-1.04668353368352,0.0243620127293796
Acaca,-0.505630789686748,0.0246305931314377
Gm47155,-0.618275329096396,0.0246843217363841
Gnmt,1.7895499960813,0.0249970280134564
Rgcc,0.598638804103812,0.0249970280134564
Cat,0.825657153347932,0.0249970280134564
Epb41l4aos,0.839359110347347,0.0249970280134564
Dpysl3,-0.598490326157027,0.025204402358747
Gclm,0.578126498894443,0.025204402358747
Bhlhe40,-0.570990541936014,0.0253922314308575
Adgrl2,-0.589596159675577,0.0254538742930656
4931431B13Rik,1.80123085890334,0.0254538742930656
Cd34,-0.495666440093917,0.025468392292247
Clk4,0.459533821616982,0.0256675636211929
Lonrf3,-1.25303656700981,0.0259821797507798
Dnmt3a,-0.468100108464426,0.0259821797507798
Col6a2,-0.552824387175567,0.0261344541069084
Itgb6,-0.634810474886596,0.0261344541069084
Ptpn1,0.515350412285142,0.0261344541069084
Slc9a1,0.495488898057423,0.0261344541069084
Dusp10,-0.648745449728363,0.0270681549191526
Fnip1,-0.475499556216348,0.027262558589683
Smtn,-0.554986475956548,0.0274139660030491
Plxnd1,-0.498364469177345,0.0279382671446691
Lrrc2,0.623776151135493,0.0279382671446691
Slc25a29,-0.808306678525741,0.0285996910663803
Gdap1,-0.761943216250757,0.0286358679935529
Gm38287,-0.803461306905648,0.0287669332209548
Chkb,0.521394268230719,0.0289997633160657
Gm21596,0.709891486598818,0.0289997633160657
Sesn1,0.585398224641306,0.029174158034489
Gm15983,-1.4186906023241,0.029174158034489
Irx3os,-1.29621146744031,0.029310292769014
Ctsl,0.503623811424174,0.029366251286643
Scn3b,1.03932677468304,0.02953947991221
Adamtsl3,-0.732213517745171,0.02953947991221
Bdkrb2,1.35832137555097,0.0298477918936505
Kit,-1.2011709178527,0.0301097471769636
Rrs1,0.473363723065957,0.0301477550052843
Psmd4,0.56871472367106,0.0303048703894514
Pim3,0.575917718794962,0.0303048703894514
Slc25a30,-0.886504861018111,0.0304313622007278
Zfand5,0.691446149875188,0.0304313622007278
Lrtm1,-0.614566737025945,0.0304313622007278
Bcl6,-0.514350824581508,0.031094253470214
Vgll4,-0.54718265373471,0.0318639486226974
Cldn15,0.861382167270071,0.0321025310286405
Pitpnc1,-0.652722922887822,0.0329464321905457
Tbc1d15,0.435001558523467,0.0333952686380831
Engase,-0.600810797059301,0.0333952686380831
Eml1,-0.537811192584614,0.0333952686380831
Gm28289,-1.16866663689792,0.0333952686380831
Senp8,-0.670538472041018,0.0334138119996105
Slc46a3,-0.617762135276008,0.0334567744830058
Itga4,-0.986948362647121,0.033460685862367
Nasp,0.535338760600376,0.0336313410308118
Faap100,-0.529753704718181,0.0338988905102066
Zscan21,0.472157759737285,0.0338988905102066
Gm37829,-0.46849708557039,0.0340484566659965
Col1a1,-1.3834465417864,0.0341072008875053
Mrs2,-0.465935213536945,0.0341072008875053
Cnppd1,0.479439271099591,0.0341072008875053
Oser1,0.515574402750612,0.0341072008875053
Lrrc8d,0.522177745870047,0.0341072008875053
Sorl1,-0.467001930050908,0.0341072008875053
Whamm,0.559940154939522,0.034204490401942
Tpgs2,-0.645977764464801,0.0342195840354065
Tns2,0.470542006206495,0.0344941060847411
4930458D05Rik,1.02073400343912,0.0345020501001326
Pank1,1.12090151685916,0.0346169911112389
Tspan9,-0.471163730425546,0.0346588423431419
Abra,0.716143343223339,0.0346588423431419
Abhd4,0.461784331594188,0.0347497747432695
5031425E22Rik,0.574409697953885,0.0347497747432695
Trmt1,0.458680624939579,0.0348672924473287
Tbc1d17,0.487804842949616,0.0348672924473287
Kctd12,-0.50378335795481,0.0348672924473287
Gm45592,1.33444034108378,0.0348672924473287
Bcl2l1,0.782834144427879,0.0354432325386495
Utp14a,0.541558008337361,0.0360546862563914
Zfp385b,-1.29639449733255,0.0363204838037334
Gabra3,-1.16579574035507,0.0363204838037334
Doc2b,1.59525729906192,0.0363791918629197
Zbtb46,0.577537057913121,0.0363791918629197
Ipo13,0.626574418307241,0.0363791918629197
Scarb1,-0.487716729916788,0.0363791918629197
Emp3,-0.642734740944489,0.0366682916574769
Gm29562,0.606688065971875,0.0371302495441094
Inmt,0.549654665338588,0.0371332824312931
Paqr7,-0.753340826937037,0.0374018689050732
Pdzd7,-0.909316394744474,0.0374018689050732
Pld2,-0.538573704972171,0.0377090369586265
Nuak1,0.521914123473145,0.0378794112831593
Lmod3,-0.654080692415268,0.0381264983176354
Prima1,0.920768434453556,0.0384014710168069
Ccdc57,0.689039733139042,0.0386032654169037
Gm48161,0.648717021077277,0.0391479870692437
Usp20,0.453626720993757,0.0391637492589307
Ddx20,0.48179104378185,0.0391637492589307
Elovl6,-1.05347493599386,0.0391637492589307
Efemp1,-0.655155331101486,0.0391904571979805
Fscn2,1.0718194127919,0.0391904571979805
Samd10,0.67958619438841406,0.0395808836105839
Gm5105,-0.683167761419395,0.0395808836105839
Zfp869,0.449591436438016,0.0395808836105839
Clec11a,-1.28388137982255,0.0396687498664979
Ppfibp1,0.464220193085823,0.0396687498664979
B3galt2,-0.991396002675076,0.0396687498664979
Gm7008,0.739924929384596,0.0396687498664979
Tenm4,-1.21012311181191,0.0396687498664979
Pprc1,0.453361770032166,0.0396687498664979
Fzd10,-1.66537378927509,0.0396687498664979
Elf3,1.33911908992415,0.0398188255433855
Cd300lg,0.537018691956196,0.0399288719897391
Lgals4,1.02263303877809,0.0399288719897391
Retnla,-0.942145801888516,0.0399288719897391
Hk2,-0.649796681843696,0.0401944358876734
Slc25a42,0.497302070193229,0.0401944358876734
2810457G06Rik,0.727497807491992,0.0401944358876734
Col24a1,-0.923471636262827,0.0404223201187193
Gm44645,-1.30411768422812,0.0404223201187193
Gm4734,1.41551236817401,0.0408395383759959
Ddit4,0.748847498154127,0.0410959055866648
Rp1,-1.62119134841329,0.0410959055866648
Cdh15,0.456050451465801,0.0410959055866648
Lgals3,0.730838906336878,0.0411544921640936
Car4,0.882330922663598,0.0417616386658084
2310016D03Rik,-1.76864062141722,0.041799388424993
Per1,0.675550667441834,0.0419570351821161
Rcl1,-0.654610833880285,0.0419570351821161
Gm4841,-1.26411717057807,0.043844493907745
Emp1,-0.427408285251419,0.0438458759800045
Serpine2,-0.47134012941015,0.044247572376912
Spred1,-0.557629505242775,0.044247572376912
Tob2,0.610828498180473,0.044247572376912
Acsl6,0.530455273101404,0.04437231856737
Ctxn3,0.700368476157856,0.0450531321664608
Sntb2,-0.51459564570521,0.0450682593471751
NA,1.38226464124167,0.0452458142154525
Bclaf1,0.459143577379785,0.0453760634808495
Jpt2,-0.617725890540346,0.0454486881717307
Alas1,-0.534711923903449,0.0454486881717307
Gm29609,-1.11704043303072,0.0454486881717307
Impdh2,0.417227731883514,0.0457638161522226
Zc2hc1c,0.78292302237173,0.0459471946042009
Hbp1,0.469076308168215,0.0459695515299532
Tmem82,1.8177734334195501,0.0464214271042581
Gm9484,0.964948882640582,0.0464214271042581
Syf2,0.407268350985196,0.0467136730951857
Qsox1,0.458516995279167,0.0468221258181544
Acat2,-0.742447276905711,0.0475349262477739
Bcor,0.399926321656372,0.0482309996944066
Ppp1r3c,0.902577187959981,0.0482309996944066
Gm49417,0.787842672197776,0.0482309996944066
Mertk,0.675980018525054,0.0483400570829107
Tspyl2,0.4774169106773,0.0483400570829107
Ctla2a,0.806245662074073,0.048672520122162
Gm9522,2.49556962576012,0.0489435270039969
Klf15,0.504591366894506,0.0489957636885958
Galnt5,-1.42666415637734,0.0491719067375027
Rab43,0.585981304656075,0.0491719067375027
Lrrc55,-1.55940518767707,0.0491745059493736
NA,-1.79278171575143,0.0491797699865617
Lrp2bp,-0.675098609870826,0.0495549078509909
Flrt1,0.782547688792114,0.0495549078509909
Srgap3,-1.12362598990622,0.0499476401691211
Gm47283,0.570116407176202,0.0499476401691211
