"","logFC","logCPM","LR","PValue","FDR"
"Sln",-0.996854344720638,4.474515067679,29.9428075688358,4.44979424874896e-08,0.000696392799929213
"Cyp2e1",-2.0844325396799,5.31637343287503,26.1477425407233,3.1626663812998e-07,0.00247478644336709
"Gm52697",1.36908626457666,2.17070526102999,22.3342664758311,2.29082194333018e-06,0.00977886811624764
"Elovl6",-4.01848879765407,4.47905192126574,22.1669529926579,2.49939121182048e-06,0.00977886811624764
"Ciart",1.39522512703281,1.9468921251952,19.6187110707884,9.45388163365078e-06,0.0295906495133269
"Thrsp",-2.4475968622265,4.78631271819163,18.4623946589353,1.73290094653855e-05,0.0451998330222139
"Pdp2",-1.38856328791298,3.45567156751123,17.9566029974599,2.2599905805439e-05,0.0505269322650173
"Gm11266",1.03609878396182,1.9635163560271,16.5669775320574,4.69616620800986e-05,0.0819490888897887
"Pnpla3",-0.728172739750052,3.63666038274738,16.3929859571358,5.14753593736224e-05,0.0819490888897887
"Fasn",-2.89672821415063,7.84879392340611,16.3605581676125,5.23636350733474e-05,0.0819490888897887
"Mycl",-1.96805620930964,0.31442654842678,15.781256618226,7.11034287569282e-05,0.101160787276902
"Arxes2",-1.25566131118627,1.96475331834984,15.2042017506309,9.64884919504101e-05,0.12583707491866
"Acsm3",-2.26930575560497,0.837302102057459,14.9252303774294,0.000111856978425431,0.134658593258308
"Arrdc3",-0.947665010146705,6.76289366918024,14.462134475501,0.000143005559275929,0.159859785904877
"F5",-1.89967723164194,-1.35612334113467,13.7475049816935,0.000209098374366814,0.218159303922709
"H2-Q10",-1.53805750435042,2.42977595306824,13.3660263584467,0.000256223653022846,0.238329210129944
"AY036118",-1.60329510583523,9.79197493152685,13.3466262077714,0.000258887959885562,0.238329210129944
"Slc25a1",-2.2356518194572,4.23659674592091,12.9684006742968,0.000316792519806618,0.275433496387421
"LOC118568312",-1.53105010976711,10.4539805186186,12.7967245718405,0.000347226747155331,0.28600518910426
"Irf2bp2",-0.519830449332541,5.00867309423311,12.6614038238985,0.000373281828450963,0.287017627929803
"Gdf6",-1.58384905079838,-0.515725822943821,12.5914867060616,0.000387507779630823,0.287017627929803
"Hcar2",-1.78724626935979,-0.565873336149494,12.4782860862816,0.000411709765228957,0.287017627929803
"Gm30735",-2.36352036653344,0.142050083511625,12.3522558124881,0.000440453939623862,0.287017627929803
"Aldh3a1",-1.39101389116966,1.26521384787439,12.3223469370649,0.000447567612513873,0.287017627929803
"Pygl",-1.78965774200419,3.24418982534876,12.1473193848936,0.000491584689948116,0.287017627929803
"Scd4",-1.59220899563558,-1.11382754615954,12.1367140484538,0.00049438808483201,0.287017627929803
"Slc15a5",-2.53453572705159,-0.171785893802915,12.1003976154875,0.000504110718592957,0.287017627929803
"Gys2",-2.2248676353596,-1.29419230845609,12.0420073603391,0.00052014927045702,0.287017627929803
"Flvcr1",-0.68237513130626,4.37744437080758,11.9056879835288,0.000559627954902117,0.287017627929803
"Irf4",-2.41841646210432,2.47791531323831,11.8178401571772,0.000586658739174818,0.287017627929803
"Actc1",-0.961505355793523,6.32031485626066,11.8090431990024,0.000589437163179599,0.287017627929803
"Spsb4",-1.2624895002232,-0.18784089897201,11.6972534566978,0.000625924197204765,0.287017627929803
"Dbp",0.85892627160319,4.69133260936465,11.6554911910571,0.000640133001434668,0.287017627929803
"Tkt",-1.51986123378688,5.34456974215083,11.6531317322527,0.000640945415821584,0.287017627929803
"Ppm1k",-0.609009925057679,3.57867042264145,11.5842138180329,0.00066514048438404,0.287017627929803
"Sowahc",-1.3907505961126,1.7182483944526,11.5521863664698,0.000676696346915423,0.287017627929803
"Abhd18",-1.04476093519656,4.30166973519912,11.5470400193326,0.000678572027693464,0.287017627929803
"Cyp26b1",1.03666562863781,2.50541768939687,11.44067681057,0.000718536140660723,0.295923436877377
"Aldh1a7",-1.14722220962058,1.4159078325196,11.3020498570149,0.000774215668551207,0.305831381410524
"Cish",-1.52704444091303,2.06377141179985,11.2842414371509,0.000781677652167475,0.305831381410524
"Orm1",-1.51435145403609,1.68927441640357,11.1394402832078,0.000845113880051498,0.317248662752672
"Spag5",0.797366319888654,2.40850301245176,11.1042965903008,0.000861279496367632,0.317248662752672
"Tfcp2l1",0.65786923686329,3.34646651423317,11.0820503842203,0.000871673642068044,0.317248662752672
"Six2",0.642066541213804,3.86566274713962,10.8836948955596,0.000970145160770379,0.345062994683101
"Per3",0.553082135611561,5.13256882029107,10.4048970388624,0.00125681570145862,0.437092571729498
"Gadd45g",-0.987379856657757,6.09141342420739,10.349169725295,0.00129532933967769,0.440349628585882
"Dbt",-0.501008330965677,5.02279646384357,10.3072742594063,0.00132506852723588,0.440349628585882
"Pdk4",-0.682865116455157,11.0765813151316,10.2590784214517,0.00136013607839594,0.440349628585882
"Gm39257",0.8755360969394,1.3977318634724,10.2037486734428,0.00140155460725592,0.440349628585882
"Ush1c",0.633570972088389,3.09905702780522,10.1967709940771,0.00140686782295809,0.440349628585882
