"","logFC","logCPM","LR","PValue","FDR"
"Tnfrsf12a",-1.37196612056227,4.40383760071826,54.137519428196,1.86937472710522e-13,2.91585069933872e-09
"Nhs",1.28156398311215,2.49391647786477,29.1568887121213,6.67479976913397e-08,0.000520567633994758
"Id1",-0.884263410203652,3.18690877221543,28.0161750224083,1.20305650352161e-07,0.000625509178064335
"Nr4a1",-0.84433190634094,7.15375296962009,24.9888330458395,5.76633228786281e-07,0.00201564855245138
"Eln",-0.646691987186572,4.86871343653044,24.7694821649907,6.46124039124047e-07,0.00201564855245138
"Angptl4",-1.2580922879045,4.02057434178464,23.8924428040213,1.01870885477595e-06,0.00264830345279921
"Mid1ip1",0.819712334221317,5.60127649908792,22.5416469607959,2.05636724329272e-06,0.00405836396691384
"Scd1",1.88582188856815,6.99697919988872,22.5183299861736,2.08147914702595e-06,0.00405836396691384
"Sox18",-0.67005082396013,3.86387848362996,21.8281486634834,2.98193192386471e-06,0.00516801934982686
"Retn",1.31468880581725,1.15647151194898,20.3907636586973,6.31337743477816e-06,0.00905110419798085
"Syt8",1.51469447061488,-1.05740255107692,20.1464203562895,7.173437058339e-06,0.00905110419798085
"Gm36003",1.23932612555233,-0.947846311331414,20.0531852676043,7.53179774563139e-06,0.00905110419798085
"Vwa3a",-1.23994524161659,0.976843372722957,20.0502026147322,7.5435539539525e-06,0.00905110419798085
"Hmgcs2",-1.43513226584304,2.29747304846739,19.7783251951486,8.69632765515546e-06,0.00968895134036535
"Sdc4",-0.446181104845584,4.30474216470057,19.162617321905,1.20041375768768e-05,0.0124827025282749
"Arntl",-0.850989893496932,3.86392903698047,18.1863047494565,2.00314106551861e-05,0.0189723129705717
"Slc20a1",-0.4429371472208,4.66163116898015,18.1258419295944,2.06776074175996e-05,0.0189723129705717
"Gm49668",-1.09962653427082,3.18506295677901,17.9990811147316,2.21011627161413e-05,0.0191518853359096
"Stxbp4",0.701458802612694,4.7444080571686,17.6792949501925,2.61457151480075e-05,0.0214642560462432
"Acaca",0.522682757829793,3.56527535715732,17.4282930152618,2.98351846333954e-05,0.0232684604955851
"Adamts4",-1.33614099260042,-1.51927203561319,17.2978569347142,3.19547033527455e-05,0.0237347363283869
"Per3",0.464401282893919,5.57438160419783,16.9214696698111,3.89584466230862e-05,0.0276215386557681
"2310057M21Rik",-0.505975937193012,4.48364219626749,16.7314188888498,4.30619248804531e-05,0.0292034740993612
"Pdgfb",-0.453770961759832,4.65661860325145,16.4770736946104,4.92419294130537e-05,0.0320031506243671
"Ucp3",-0.794144408906949,7.87474910302231,16.260922911202,5.51904988744168e-05,0.0344344560577261
"Fasn",1.16085118835222,4.8191325973261,16.1111479139242,5.9731393142299e-05,0.03583424116283
"Rasl11a",-0.971984687535976,-0.288568223671913,15.9167469174706,6.61904507381758e-05,0.0382384685412617
"Xirp1",-0.566779650651026,7.54702850922196,15.005309368753,0.000107209123159318,0.0594040807334006
"Esm1",1.27023585485451,-0.987853871548419,14.9492010162626,0.000110444822494462,0.0594040807334006
"Slc1a5",0.711999384940754,4.32627136417768,14.8819328847595,0.000114453940395071,0.0595084187427441
"Asb4",-0.473178408015451,3.97425282813049,14.5667029168521,0.000135284055480816,0.068069699915799
"Klf4",-0.633010164723596,4.08378374624529,14.4220173182345,0.000146084326569818,0.0712069789323757
"Per2",0.596762029482045,4.15584006122272,14.1823737307335,0.000165917496390814,0.0784236699607248
"Lonrf3",0.820478838575424,2.05269238116939,14.0653959212772,0.00017656249095248,0.078482681712797
"Klf10",-0.821435813215613,5.06360470174623,14.0194548757771,0.000180928925948775,0.078482681712797
"Gm32899",-0.923703763696242,-0.583683759457783,14.0049153417153,0.000182333360138532,0.078482681712797
"Fgfr3",-0.689461075515727,2.61046524883037,13.9657771667876,0.000186168689791864,0.078482681712797
"Gja1",0.724351685342455,3.05354596880216,13.853563571792,0.00019762162004892,0.0811184744611331
"Cdc14a",0.743311964275628,4.41089285435213,13.7459543546522,0.000209271058850372,0.081193367388863
"Npas2",-1.35216290914434,-0.905072894019745,13.7405688109712,0.000209871933013367,0.081193367388863
"Igfbp5",1.22113633400639,7.92916271393127,13.7090796978399,0.000213420186109975,0.081193367388863
"Nfil3",-0.529574744489456,4.53873623394405,13.6159875832385,0.000224267480520784,0.0832886705038856
"Itih4",-1.95177941025974,-1.17814765595275,13.3461004392558,0.000258960553295826,0.0939364351234488
"Tfrc",1.16128169302201,6.24919191078641,13.2605945637971,0.0002710436696759,0.095908474196668
"Hlf",0.70892289309466,4.02330710085853,13.221916600497,0.000276694533840881,0.095908474196668
"Tnik",0.397862799939549,4.96508903759406,13.03942185529,0.000305002236607815,0.103422280143667
"4921517D16Rik",0.722637355896991,0.993044718085574,12.8484894415113,0.000337751784093593,0.108193163247099
"Slc8a1",-0.465634073034059,4.47955403888141,12.8410392700301,0.000339099220937689,0.108193163247099
"Cdo1",1.03131792638401,2.24947283763642,12.8076294308561,0.000345208699465657,0.108193163247099
"Lingo3",0.553493091292644,3.95249932371588,12.7989312477061,0.000346817422897482,0.108193163247099
"Tmem200b",-0.585641933687068,1.62531655935215,12.6399983081464,0.000377580319950009,0.11471347897995
"Gm39393",-0.600905912293062,1.62826908112661,12.6161543696411,0.000382427292406551,0.11471347897995
"Cldn5",-0.49504619310862,3.8177045767,12.433395123591,0.000421724554129149,0.124114331986914
"Amer1",-0.567507427515726,4.38883282596348,12.3750454371293,0.000435110215484044,0.125682391502224
"Map2k6",0.80788030289439,5.4277261296736,12.2720632772593,0.000459789635667616,0.130396340675336
"Sh3kbp1",0.635388740057365,4.19989179162801,12.0843217155504,0.000508475964166671,0.141628715876281
"Fzd4",0.523412513669851,6.37529178972556,11.9870565743955,0.00053571338060246,0.146597496677845
"Tet1",0.982711763320824,0.2906131849399,11.9373176226917,0.000550206396607546,0.147967575418698
"Cited2",0.469309543184601,6.05475921014201,11.8576136128423,0.000574260842283821,0.150081513669156
"Dbp",0.751418388531992,6.18572923697038,11.8220034767071,0.000585348413682807,0.150081513669156
"Cdc42se1",-0.331077261509468,4.43405889981971,11.8169716810069,0.000586932448635627,0.150081513669156
"Rbp7",-0.692345102358635,3.07559194309501,11.6418664187806,0.000644838693696244,0.162228934585065
"Tinagl1",-0.441379340717607,4.61606372846795,11.5855770769729,0.000664653052102909,0.164559655661923
"Cd300lg",-0.433004180542291,4.97296181935815,11.5004059251761,0.000695809926441743,0.169581925509973
"Gm30020",0.919152061023006,2.49441248520971,11.3599901763524,0.000750432214034499,0.180080641146309
"Pdk4",-1.02269006914767,10.0726929873862,11.2871660584442,0.000780447224761012,0.182933684888402
"Alb",-4.48656259133821,3.47286519601212,11.2559378027589,0.00079368712857289,0.182933684888402
"Tenm4",1.13603437226862,1.11817703554253,11.2470294047529,0.00079750548611433,0.182933684888402
"BC037032",0.899458561052519,0.135205097176424,11.1681853371501,0.000832119776046323,0.182942712654597
"Ppp1r15a",-0.786981273161572,5.34871002160914,11.1671613096455,0.00083257919709879,0.182942712654597
"Efnb1",-0.459649607330903,3.28043871717683,11.1668238650118,0.000832730644856802,0.182942712654597
"St6galnac3",-0.826022889225422,0.395503276391927,11.1281814482159,0.000850259124110413,0.18419919191492
"Slc25a25",-1.40829327401725,5.89719507334288,11.0436939118019,0.000889893737031933,0.189798935693846
"Dennd3",-0.60704890442248,2.4082909612283,11.0218456375628,0.000900443726204935,0.189798935693846
"LOC118568260",-1.0265241121383,-0.514630213504385,10.9026637220702,0.000960260737379606,0.199708626421961
"Apoh",-1.80058089464079,-0.285856827741031,10.8607053737199,0.000982262741292017,0.201596503140433
"Plin1",1.254514847888,3.17406970215323,10.8079789234413,0.00101063572713952,0.204725923011977
"Gpr146",-0.340961812236207,5.69507629877389,10.7705072334898,0.00103130242944882,0.206234042237727
"Mthfd1l",0.766550803433367,0.412748451736766,10.6804443202515,0.00108274051473643,0.210771324359538
"Bcl2l1",-0.567640359947318,3.96830880162074,10.6721647428179,0.00108759762614654,0.210771324359538
"Id3",-0.453934611504501,3.88774661108322,10.6604123513366,0.00109452989313518,0.210771324359538
"Plcd4",0.659770514774628,6.50419643481134,10.5962129058374,0.00113319534309053,0.214712013428135
"Ppp1r27",-0.421888813037332,6.45015590198683,10.5810548480911,0.00114252449766222,0.214712013428135
"Mlycd",-0.536527486641674,5.83377594819435,10.520001388335,0.00118089395774278,0.218687594316508
"Tbx3",-0.587998519246198,2.62181472912126,10.5015665705771,0.00119273378836616,0.218687594316508
"A1bg",-0.907606426747391,-0.417512819652895,10.4748403801274,0.00121011243933651,0.218687594316508
"Fam124b",-1.05115701056925,-1.18368754980468,10.4601703849635,0.00121976027090244,0.218687594316508
"Fam171b",0.700334983354448,0.841521507723096,10.3121160452761,0.00132159659688148,0.233025238239379
"Gpat3",-0.460008403249376,2.72095476026204,10.3009612312786,0.00132960932191978,0.233025238239379
"Abi3",-0.548380373851519,2.17906495204264,10.2325768354451,0.00137981761925323,0.239137724723466
"Jarid2",0.429210648211149,4.74300094535221,10.2109622827503,0.00139608309631654,0.239297847652147
"Erfe",-1.13563518911194,0.457995875286777,10.0927438350465,0.0014885429692831,0.252372752553019
"Abra",-0.564791411694245,8.34950673381373,9.97751163600883,0.00158463690754668,0.26577598369799
"Nnmt",1.01661298139793,0.283712741824084,9.89989758062771,0.00165287970620429,0.274272528269942
"Rgcc",-0.423285250970551,5.20082426806454,9.87288387933586,0.00167732396506728,0.27539893902231
"Cox7c",-0.327542182119343,4.6257501573136,9.84766645739264,0.00170047328488207,0.276291482266568
"Cfd",1.12812723717889,4.91604383262089,9.82477954113799,0.00172176337023376,0.276694175997443
"Gbp5",0.659261548391345,1.66556599774504,9.79536680472178,0.00174952109620036,0.276694175997443
"Sh3rf2",0.396872900683362,5.61509548097073,9.78839276477128,0.00175616895908109,0.276694175997443
"B3galt2",0.818513513960051,0.639189663686626,9.6992374012977,0.00184344498001798,0.28746199796523
"Mafk",-0.496538932454728,5.08865758884562,9.68145587756497,0.00186137080359586,0.28746199796523
