"","logFC","logCPM","LR","PValue","FDR"
"Ddit4",2.31059551419302,5.52732854020098,184.644285599119,4.6930363332787e-42,7.31925946538146e-38
"Gadd45g",1.78711715503457,5.14891164327108,158.853031104713,2.01489628099081e-36,1.57121611991663e-32
"Thrsp",1.52304131269114,3.34977640591315,68.0709973667001,1.57713411076909e-16,7.94936817734044e-13
"Erdr1_1",1.11189356657127,3.9454566481571,67.5647310197493,2.03882230760206e-16,7.94936817734044e-13
"Sgk1",1.15790227246083,6.93025268107466,60.4705693255552,7.46868288197569e-15,2.32963156454586e-11
"Tcim",0.96714461954117,3.61123390996847,52.9108063696859,3.49043897256116e-13,9.07281436934397e-10
"Fasn",2.62015072767503,6.1643676442061,51.867209087901,5.93839100780625e-13,1.32307351653923e-09
"Erdr1",1.03288207490259,3.06406809304832,46.4430859833827,9.43185763683038e-12,1.83874064630008e-08
"Arrdc2",1.42560152779114,6.75007323104943,39.3738524823003,3.4995181686948e-10,6.06427615099601e-07
"Tbc1d4",-0.731933446574396,6.05816215145045,38.3670766702716,5.86129401697715e-10,9.14127414887756e-07
"Ccn2",0.798924239448597,4.23946963268703,36.4588081708698,1.55926896386559e-09,2.08958692820672e-06
"LOC118567700",2.62490522111584,-0.510375112400172,36.3990849853813,1.60778681318804e-09,2.08958692820672e-06
"Acot1",-1.25794550149022,4.05150128878726,34.8904995111251,3.48778588271168e-09,4.18426989436703e-06
"Junb",-0.892054119667699,3.4553511758787,34.407012309364,4.47109506702262e-09,4.9807999046632e-06
"Cntfr",0.942649856978782,3.93257507188342,34.2132263279349,4.93921137256789e-09,5.13546270443792e-06
"Nr1d1",-1.32156525206695,6.03662725223974,32.812673239268,1.01481078951749e-08,9.89186817082169e-06
"Depp1",1.3260474437139,3.84572258324786,31.8603294160269,1.65666317211498e-08,1.4721374260246e-05
"Slc8a1",-0.915181261156121,4.35143144449909,31.8112521650018,1.69905576227512e-08,1.4721374260246e-05
"Zfp36",0.899153077585053,4.00518681718542,27.448453210775,1.61337860798139e-07,0.000132432909316198
"Arrdc3",1.22386151323258,6.16033199529169,27.1915376761975,1.84263428663534e-07,0.000143688621671823
"Hba-a2",1.14328158702652,5.15774028521974,26.8374160801559,2.21310727428021e-07,0.000164360100236544
"Inpp4b",-0.651467366335539,4.01417304365438,25.9911911208373,3.429787404161e-07,0.000243140747069523
"Adh1",0.666532066193118,4.75497311970708,25.5294161759276,4.35689363962252e-07,0.000295435274798056
"Slc25a1",0.951904747701658,2.91470320162862,24.7303758378981,6.59367418813493e-07,0.000428478927658968
"Rhob",0.601884020964311,5.566155479367,24.0791290050038,9.2456982945689e-07,0.000573865897530303
"Ankrd1",-1.03540510898547,4.88286717142285,24.0133743258684,9.56688467285707e-07,0.000573865897530303
"Fmo2",0.560965144380194,4.84342332036011,23.7025613412297,1.12432801213642e-06,0.000649445173232579
"Hba-a1",1.14913991059244,7.08280634962918,23.4806553911031,1.26176081332463e-06,0.000702800773021817
"Hbb-bt",1.07927449707872,5.95754379876237,23.1710256233224,1.48213737338823e-06,0.000784753920861458
"Hbb-bs",1.01380009420658,6.7504155733884,23.1358117676539,1.50952921427569e-06,0.000784753920861458
"Scd1",1.78408712091758,8.87637107190249,22.6473378759786,1.94629697030921e-06,0.00097917572738524
"Scd3",2.17528112259357,0.391316404517825,21.6964728541023,3.19377972490789e-06,0.0015510196315175
"Arxes1",1.65086172693068,0.521371683389302,21.6442961705416,3.28184456527811e-06,0.0015510196315175
"Prodh",0.762562428700863,3.8696185158379,21.4501931206131,3.63139446148934e-06,0.00163044994445979
"Gm4544",-1.12246463123989,2.47924274345899,21.4204954894076,3.68807646037032e-06,0.00163044994445979
"Cebpd",1.21272667794515,4.80630366059081,21.3816596443518,3.7635418056266e-06,0.00163044994445979
"Dgat2",0.669910013789837,6.25015863882089,21.2118627288551,4.11211475398782e-06,0.00173331193792416
"Tkt",0.909604099865487,4.61217081839338,21.0884289576822,4.38568412251311e-06,0.00179997709407143
"Stxbp4",0.536574845283766,4.97450275850959,20.9718925859566,4.66071190612917e-06,0.00186380674071771
"LOC118568652",2.40674405746538,-0.59124091107383,20.5318596355367,5.86469393663416e-06,0.00228664416589366
"Rbp4",0.937772346228397,2.59068486571456,20.3333672419499,6.50561314821625e-06,0.00247329395878648
"Med26",0.710635150022098,4.23724030961692,20.2516716718139,6.78941117059239e-06,0.00247329395878648
"Slc25a10",0.819997025303734,2.981337971071,20.2433069591215,6.81916133802377e-06,0.00247329395878648
"Kcna5",0.653538712527503,3.08937927107541,19.3838248266265,1.06908734237066e-05,0.00378942867991201
"Ppp1r27",-0.673067575270552,6.73428927527597,19.0710276400169,1.25942377415056e-05,0.00436488292925603
"Igkv4-55",4.10861609872564,1.42822168178766,18.5029052319735,1.69645508802874e-05,0.00575172033758613
"Tmem267",0.687783736175265,3.10848269120121,18.2658122769907,1.92124451532199e-05,0.00637526158743867
"Nfkbia",0.636441061812102,4.78731409822505,18.1755332123762,2.01450278398467e-05,0.00649498810657087
"Hsd11b1",0.809478778746651,3.08436795799326,18.1510063265026,2.04061565287235e-05,0.00649498810657087
"Pygl",1.01178878516103,2.32311526692404,18.0938159931868,2.10283274157951e-05,0.00653333177077441
"Tgtp1",-2.22603650824159,2.73755753464718,18.0102892867913,2.19714193951981e-05,0.00653333177077441
"Bcl2l1",0.560491700289429,4.2889391267173,17.9981920315334,2.21114874388406e-05,0.00653333177077441
"Gm36841",-0.949005193484483,1.52954083306363,17.9903925718195,2.22022687773175e-05,0.00653333177077441
"Lrrc49",1.8253798825393,2.6858213370028,17.9180193875505,2.30627173305758e-05,0.00666085443495668
