"","logFC","logCPM","LR","PValue","FDR"
"Xist",10.7134286944467,6.67177157120195,5569.57883968651,0,0
"Ddx3y",-10.2054152641019,6.46431251127298,5246.29168255225,0,0
"Kdm5d",-10.0958835488206,3.89400535075038,2709.99669583493,0,0
"Eif2s3y",-9.72553698686667,5.62652352040138,3818.73327227934,0,0
"Uty",-9.50026675565245,3.90574290276577,2679.5001731742,0,0
"Amd2",-2.69692499629657,7.62905956592517,740.253556598575,5.28016720047924e-163,1.36606725755065e-159
"Amd1",-2.65852770560031,8.00408248495654,694.80910322205,4.02258042808687e-153,8.92035942645606e-150
"C7",-3.98777069027069,3.28186320870133,614.10781690856,1.42986593762471e-135,2.77447611871855e-132
"Slc15a5",-4.85187563597063,2.11939475600666,549.840650184323,1.36350015922511e-121,2.35173477462794e-118
"Slc30a2",-2.41351454580354,4.52054778128329,422.714183562548,6.26147413601207e-94,9.71968630133154e-91
"1700001O22Rik",-3.54856809276312,2.30946579300001,386.694187210204,4.34074695560383e-86,6.1255831810762e-83
"Gadl1",-1.83977504237223,3.20449069350283,369.235283250162,2.74597831947589e-82,3.55215178776869e-79
"Cdk19",-1.73866773631984,5.16085121691958,361.32020900634,1.45249179834e-80,1.7343869373563e-77
"Cacna2d4",-3.83271080348635,2.25546927858097,323.244269532181,2.84603377009796e-72,3.15564158665933e-69
"Slc2a3",-2.28508147090794,3.63430334523515,302.31021639074,1.03385433662923e-67,1.06990139116637e-64
"Galnt17",-1.93073198508093,3.50763438386081,292.768067687382,1.24002123391335e-65,1.20305310087731e-62
"Tiam1",-1.63515253717023,3.45855375654486,275.368917026669,7.67041670955369e-62,7.00399285778835e-59
"Mgst1",-1.25094043359658,4.77774562362376,271.216387542641,6.16318290771538e-61,5.31506045980366e-58
"Actr3b",-2.17975410583387,3.7246659562634,204.455027118999,2.22688268440146e-46,1.819363153156e-43
"Opn1mw",3.47746698011667,1.55647178832077,182.253840315503,1.56074540540119e-41,1.21137254640213e-38
"Themis3",-4.99185012397943,-0.448035898644153,180.694301929725,3.41843728182216e-41,2.5268762821774e-38
"Dkk3",-2.13678475748249,6.08801852821054,169.95390244029,7.57241944902175e-39,5.34303032305294e-36
"Ddx3x",0.924802405090074,8.1039124728776,151.930023092918,6.56326572759059e-35,4.42963364736472e-32
"Kdm6a",0.896459796060236,4.6143766575198,148.597853821086,3.51111310516222e-34,2.27095869714305e-31
"Mybph",2.08873041254646,6.70414966761287,145.668415889192,1.53401950768787e-33,9.52503392713552e-31
"Mical2",0.948147647906167,7.66586473442019,145.011605727932,2.13512670874327e-33,1.27475276537776e-30
"Eif2s3x",0.728275612598698,5.38901059500468,138.711077868347,5.09424972019838e-32,2.92881623728294e-29
"Cbr2",-1.07001618199563,4.46877373428042,137.004317942809,1.20323158654589e-31,6.67062997069709e-29
"Odc1",-1.12714423758012,6.06568777980942,135.89109153915,2.10780211211481e-31,1.12825559263304e-28
"Kdm5c",0.740500341961612,5.81385331171142,134.596485553877,4.04574890678513e-31,2.09340534266752e-28
"Sult1e1",-7.598809270996,-1.33810580240057,122.391379031637,1.89511550628699e-28,9.48963806583644e-26
"Tceal5",0.729316713918246,4.61543394338219,116.437284990209,3.81246506377681e-27,1.84940297453148e-24
"Tekt1",-1.40324629175095,2.5091596927876,113.979275243412,1.31677582606253e-26,6.19403368120262e-24
"Grb10",0.723425215681423,5.10530560270258,110.085996737006,9.38305651280191e-26,4.28391724259483e-23
"Irx3os",-2.50961599466588,0.0603615473551127,109.61452032142,1.19025464873338e-25,5.27894940351093e-23
"Ces1d",0.977255284788299,5.78957864193389,109.312806562163,1.38593943138555e-25,5.9760938314994e-23
"8430426J06Rik",-3.39864935330763,-0.75609553159023,108.598654679118,1.98709513214242e-25,8.33666965844507e-23
"Cd276",-1.23287339921187,2.54075293778845,105.943903333415,7.58523417751668e-25,3.09856816151556e-22
"Gm31608",-2.6763024937357,-0.0855244881130238,103.411159941818,2.72336341114131e-24,1.0839684674653e-21
"Abcg4",-2.12856972944157,0.433437799011084,101.127947387309,8.62296303371779e-24,3.34635637931003e-21
"Ccndbp1",0.668845371314521,5.62938455435182,100.067403699224,1.4729789344491e-23,5.57684195108619e-21
"Samd10",-1.0587708642619,2.71676882068248,99.3173465268657,2.15115596639338e-23,7.95057001579153e-21
"Cyp2e1",1.64677940135614,3.69644728217493,99.0976355026741,2.40355027287519e-23,8.67681648507943e-21
"Tmem266",1.67764362059659,1.92139414830361,98.0834001471411,4.01127403809114e-23,1.38669033112125e-20
"Mchr1",-2.10162218373636,0.512456570022337,98.0791414443093,4.01991012693785e-23,1.38669033112125e-20
"Gm15337",2.08739949542138,0.723749723393678,96.9925501575006,6.95886711243649e-23,2.34831509100764e-20
"Tfr2",-3.66464986942443,-0.531893599059385,94.3373989931071,2.66075344540252e-22,8.78784590063476e-20
"Calm4",-2.70915664038132,-0.141986580856315,90.9788114762468,1.45218860691164e-21,4.69631744689362e-19
"Dnase1",-1.29633886514384,3.09047786322429,90.851068009338,1.54903384725964e-21,4.90727600224723e-19
"Tmem37",-1.20734949394004,5.34468349502752,90.587328388209,1.76990242401492e-21,5.49483906559673e-19
"Cd27",-2.11572298536793,0.77482831564684,89.7846736766046,2.65543418596576e-21,8.08241271936207e-19
"LOC118567370",2.11018141548639,0.392607427225782,89.0136720440242,3.92093313250549e-21,1.17047394261313e-18
"Itpr1",-0.787511854507101,5.56882353038449,86.6468587337655,1.29736477385904e-20,3.79981007256866e-18
"Obsl1",0.679091146948495,6.2855168708261,84.7693388073976,3.35283626977504e-20,9.6381624843922e-18
"Hp",-2.67129097642308,5.18208180954818,84.1565624609691,4.5710415892849e-20,1.29011415619035e-17
"Shc2",-1.11845423910993,3.75403650872671,82.690632046823,9.59549350970245e-20,2.65983653126984e-17
"Neu2",0.928420362846905,3.63424729267626,82.5697802869184,1.02004721435346e-19,2.77792858042259e-17
"Kcnf1",-2.39548115907429,2.74849973592048,82.2295204599311,1.21166591837124e-19,3.24287759497876e-17
"Npnt",-1.53515550451215,2.87306361920222,81.7760289323892,1.52415996168575e-19,4.01009069241489e-17
"Septin9",-0.596922686745612,4.18182969471494,81.3038738009562,1.9354681026796e-19,5.00737855964925e-17
"Tbkbp1",-0.901951089842639,3.4129369413541,79.3587892924493,5.17953067537312e-19,1.31806319137405e-16
"Myog",1.35275091679174,2.37254602070182,78.8556034255583,6.68196460592342e-19,1.67296994480241e-16
"Gm42146",-1.76121116694879,4.20319245473903,77.8776206629774,1.09626424599751e-18,2.70116030009832e-16
"Sorcs1",-1.51595159061765,1.3582603437285,77.6686160672647,1.21862322663493e-18,2.95573255422719e-16
"Casp12",-1.46320292690789,3.42951891116965,76.7945297059448,1.89702326642102e-18,4.53038340994669e-16
"Golm1",-0.864235659879774,4.71564349847087,75.8803277497912,3.01387736066332e-18,7.08854822266315e-16
"LOC118568008",-2.62840437766439,-0.479643352545495,75.7857111211895,3.16180829660822e-18,7.3254851027238e-16
