"","logFC","logCPM","LR","PValue","FDR"
"Hr",-1.48061922887815,6.56550807903041,126.996717361714,1.86081046772378e-29,3.10643699481808e-25
"Sln",2.21985347367373,3.35493493993872,93.2607646261254,4.58389607147006e-22,3.82617805085606e-18
"Ankrd1",1.17243005654943,4.96318303154295,56.0638375833614,7.01556981846034e-14,3.71200434157393e-10
"Pfkfb3",1.91095741413977,7.97857096202478,55.5973767656936,8.89422389259358e-14,3.71200434157393e-10
"Iigp1",1.90302552126598,3.07294968314743,50.4987222197362,1.19242405488277e-12,3.98126543444259e-09
"Prima1",-1.1531246457401,4.32938442434805,50.0928752238071,1.46638458706596e-12,4.07997071607986e-09
"Col1a2",-1.00241358071734,6.55402811460651,42.1943642265724,8.26378236144617e-11,1.97079403917118e-07
"Col1a1",-1.08682719994724,5.69219693843925,36.7880122788791,1.31697563095388e-09,2.748198897893e-06
"Gm46773",-1.17828889276935,2.20742745832097,36.2683962056959,1.71929415965764e-09,3.18909963348051e-06
"Eda2r",1.68032060009721,6.15738800584207,35.8798108399118,2.09872182624523e-09,3.50360621673379e-06
"Mafb",-0.926192554431045,4.51626773354903,34.6858922969165,3.87429080102541e-09,5.87976460293802e-06
"Adamts1",0.804425839682984,5.46822449629509,33.7979468023245,6.11433599673899e-09,8.50606042746339e-06
"Krt18",3.42699862347195,4.3046391930679,31.7393213118111,1.76316042831346e-08,2.26416924540499e-05
"Mindy1",0.706639832714223,5.10603355801264,30.9854790053354,2.59966144048069e-08,2.9350647026444e-05
"Odf3l2",-1.01965544600658,4.81613976910281,30.9576295672763,2.63723316998119e-08,2.9350647026444e-05
"Dusp7",-0.76214692574439,4.15242655063192,30.8292229132385,2.81762710712737e-08,2.93984168289902e-05
"Rrad",2.31414619674594,4.1710586784377,30.6388505111665,3.10807491764195e-08,3.0521295691244e-05
"Nr1d1",1.15826647033017,6.11627916030082,30.5140186239172,3.3146267763023e-08,3.07413218908837e-05
"G0s2",-0.822412468819984,4.01318187285109,30.2826812573236,3.73445518139895e-08,3.28121025254074e-05
"Tubb6",1.07369119852523,4.50105521298256,28.4091952430359,9.81977899987186e-08,8.19656953119304e-05
"Krt8",3.43002544173448,1.50862800903037,28.0712614925073,1.16929390024267e-07,8.91100008605599e-05
